id,city,country,street
8163,XBTP,GERMANY,GUS
8164,NJBCOHB,AUSTRIA,NVWCFXGELHLHR
8165,XHNX,HUNGARY,""
8166,SPBQNHUIIOMV,GERMANY,OQW
8167,UVLIWPKJVK,SPAIN,ZOTILHNXU
8168,BFZ,ROMANIA,WEPQ
8169,LOLGKBWLTGJF,ITALY,LDZCJQ
8170,JTJAPQKCXDUJT,GERMANY,JJXXAZBK
8171,DBXTIX,FRANCE,HB
8172,LD,PORTUGAL,OXDYQRLSTPM
8173,BBBGZMOFYANRCF,GERMANY,HVILUD
8174,JTSKSMS,FRANCE,ZVFOESTSEZIAVEY
8175,KJ,PORTUGAL,FKUFMNGKVMTVL
8176,FHGUMBDAINPV,ITALY,BFJFFPC
8177,EEZZMBG,ROMANIA,HIK
8178,RPNYUPJDXO,AUSTRIA,IGBOLOBAYB
8179,PPWESDHNRLSZHV,AUSTRIA,GR
8180,WGOUWGJSY,GERMANY,ZA
8181,FZ,ITALY,MRTCQN
8182,SDEPKY,GERMANY,MUOZGMCCWZG
8183,GL,FRANCE,VNMKCY
8184,LTJ,ROMANIA,PEDXIXUFE
8185,N,SPAIN,VYGXYLSVJI
8186,PPK,HUNGARY,CDLVSYJAYUVB
8187,ODKHK,FRANCE,UWK
8188,SJAPSYIHIFGV,AUSTRIA,JHGATQW
8189,HHMQBPOELN,ITALY,PLDFQVRMTABS
8190,GNSEOIXUZFIRYMF,HUNGARY,ERFKREP
8191,GHQQR,PORTUGAL,PJDQJFZNQMKC
8192,FOOQIHZFOODI,ROMANIA,HKWXZSUT
8193,WTTS,HUNGARY,VRDLKC
8194,BARP,PORTUGAL,BTXQQWOLIWWR
8195,KHEKOKCPGCXREG,GERMANY,XSNGQNKQY
8196,RJVSRKR,HUNGARY,SWVDRADB
8197,SZZJZCBCV,SPAIN,VDSSNCZYY
8198,RLSPFKVBHI,GERMANY,SQUBBIYDM
8199,XFIOIZM,HUNGARY,UPYUFWMRLS
8200,V,AUSTRIA,GWA
8201,QPRXOR,PORTUGAL,JYPYGEHYU
8202,VJNQGZGYKRG,GERMANY,DHUUBXWSBCQDS
8203,EJIUNHWFASQL,ROMANIA,MWBAQAD
8204,ORXUJXZZHTRRVE,FRANCE,HUYYK
8205,MTIYV,GERMANY,WLICCCNWL
8206,OZVHBAVKAPZ,HUNGARY,UQCINQBRD
8207,HBIMC,ROMANIA,E
8208,YVGVNTMGMBISG,SPAIN,MJCU
8209,HRUWR,GERMANY,FZTGWCYTVNP
8210,CLUWRYWSD,SPAIN,ZOARONLUVCAD
8211,UTSQ,FRANCE,WLNTCXSVB
8212,PBGBOFYPZWJYJ,PORTUGAL,KMSOEFYJD
8213,OMKHCJUGGV,GERMANY,EKQBCSC
8214,NU,SPAIN,HOUAHCRKZOVN
8215,R,AUSTRIA,L
8216,WLH,ROMANIA,OXEDEXF
8217,YIVBNRYAHO,ITALY,OKQPURGLGI
8218,JVCMNFEOKWGLM,GERMANY,YMZRJKUFHTHD
8219,"",AUSTRIA,FFLXZEFUEYF
8220,"",GERMANY,PSGYQPVEKWH
8221,M,HUNGARY,MENIF
8222,WFLJIV,PORTUGAL,KOURARRMCTQQZWO
8223,HHBJREVWRL,ITALY,HJDGHASHD
8224,UWLOCOBXKOINZO,PORTUGAL,V
8225,FERO,HUNGARY,PWHCYOQ
8226,WTCASTPBH,ROMANIA,JFPAMFEQC
8227,IVJOVOLQ,HUNGARY,UWSVJIILBKCIC
8228,WCDOYJCOTRLV,ITALY,ABMGOR
8229,DSHUQFWKJPYO,AUSTRIA,N
8230,QKT,HUNGARY,GQDVTCFI
8231,RY,FRANCE,K
8232,VQOLTZ,ROMANIA,VYBFWAMZVYQAKH
8233,WYZYCWUHJLU,ITALY,DKQCEVVGVWYHJ
8234,WFRCITAE,ROMANIA,YZLH
8235,YMTSEFSHTUS,AUSTRIA,APMRMCFG
8236,MUDEZNFOAM,HUNGARY,UXXPUKPB
8237,LARSCLDVY,FRANCE,DKAEWNRAT
8238,OVSL,ITALY,YQGEGAKD
8239,BJDKNI,AUSTRIA,KTOMZNGKDEGBA
8240,BRAKQIFIMVZZJ,ITALY,YB
8241,BUKOPIJLG,ITALY,VZPLPHSGQ
8242,VBCEMEYGURMW,ROMANIA,O
8243,G,SPAIN,GQSYFGVKSXYG
8244,XAOZBDDWJQWIDP,HUNGARY,JDWIB
8245,BCAURULZ,ROMANIA,DNZXEO
8246,PQR,PORTUGAL,QSPRXIW
8247,EGKF,FRANCE,QNDHW
8248,OETOOFO,ITALY,DGVKGLBLJVEIE
8249,EAOU,HUNGARY,FBC
8250,WXONLW,ITALY,BIXNOPF
8251,DFOEBX,ITALY,QXBG
8252,LIVLJCNZJQEVN,AUSTRIA,WVSO
8253,LGY,FRANCE,VFS
8254,ORSMWRDMS,GERMANY,KUVUI
8255,MC,GERMANY,XQYSEFWIOPJK
8256,BVCCZNFVXBQBKC,GERMANY,XQWWCBXZ
8257,NHBTLS,FRANCE,IECXPQX
8258,XSBANWQL,SPAIN,PTUBX
8259,ETLNPQLE,ROMANIA,PUICU
8260,P,HUNGARY,M
8261,XWOEUELDEC,FRANCE,VAUHYU
8262,WPSO,ROMANIA,RCEBKSMO
8263,MU,GERMANY,KNWRDBCAY
8264,S,FRANCE,JPEISIBRPQ
8265,GTMZ,ROMANIA,INXMFDTRRXO
8266,H,AUSTRIA,""
8267,STEGKVOZMSUB,FRANCE,MOAHUJDYM
8268,FJM,ROMANIA,ITVTMUVAGWIWRBZ
8269,RTEVFOJDTD,SPAIN,WXL
8270,YQZ,ROMANIA,LJACB
8271,BMHTMQFURVDQIVR,SPAIN,""
8272,SVM,PORTUGAL,NHGRAF
8273,BKP,ROMANIA,L
8274,ZGNNOK,PORTUGAL,UIPZW
8275,YAMHHYWEVLS,HUNGARY,GZZPCWSKXV
8276,FERCUJK,FRANCE,TABGLV
8277,EFCOC,SPAIN,BBQDKGUGQYD
8278,"",HUNGARY,WAJPXPEVDID
8279,WQRYTOODYKY,SPAIN,YSON
8280,WDBRYCL,ROMANIA,OLIXS
8281,NYAKOQ,ROMANIA,IOULI
8282,UWPWZ,PORTUGAL,VGWD
8283,IL,FRANCE,BJGW
8284,VAVKZMGKDVZ,AUSTRIA,TNXW
8285,LHZOWSOWD,ITALY,IBTFMJJZMUXNL
8286,DXQKYUENOJH,PORTUGAL,SHZHRNXGNHVHJ
8287,OIVTDTPQT,AUSTRIA,ABDSEH
8288,XIU,ROMANIA,PKMR
8289,OUEHJGLFYD,FRANCE,IRPABRIKIR
8290,EYEZJ,PORTUGAL,DAHBCDV
8291,WZPNABBMEUJYZ,AUSTRIA,ITOADMTHC
8292,LMLWVHSCWTICO,SPAIN,DOLRGBGXICADGM
8293,MGSPIWWJFRNYOEC,SPAIN,CUVRVZ
8294,BC,PORTUGAL,UUF
8295,PKLIIZH,GERMANY,IYCETWDECLJKHK
8296,LMJHJIOWZQRO,SPAIN,AWXVDPAYQK
8297,BEBYJVKIUYAAW,PORTUGAL,YZYGMUXJNR
8298,ZX,GERMANY,XOXAFAZWHUQC
8299,D,SPAIN,MPJQTTOQOU
8300,IEGHNXSBZRXDSGF,FRANCE,OTTTTHVP
8301,OV,ITALY,RLPUMJBEIQVSU
8302,DALPMJKUTBUJ,SPAIN,NPOPHJWNI
8303,IIXZWCODO,AUSTRIA,VJKAIY
8304,FLLKIWAVJLYJ,ITALY,VYIC
8305,KEXJAEOHLL,ROMANIA,JYFJT
8306,WNEUNAHBCIPBKM,HUNGARY,IMP
8307,HPXCSSAZJBHCEPV,SPAIN,""
8308,GWNOBATVEW,SPAIN,QN
8309,T,AUSTRIA,YXCIQSBYJLUQJ
8310,Q,FRANCE,PTJNCLLIJZJCDL
8311,PXLJVOFJKP,ROMANIA,XDYTIRBMMPLNRV
8312,USMWG,GERMANY,XVGJEWI
8313,HCUGTSXIBPF,ROMANIA,PYN
8314,XKKRXSKCGHYR,AUSTRIA,NODTKNOTUCWZQ
8315,SZLSCUJNCG,SPAIN,UVJ
8316,"",AUSTRIA,VISANPOVRJO
8317,SB,SPAIN,QE
8318,PLVWPR,HUNGARY,NNUDROXLZOSJF
8319,YINUPYDMJI,ITALY,VL
8320,"",AUSTRIA,FVLYHKTAU
8321,DJH,PORTUGAL,DKVXEDUMZXGDUIG
8322,AVTARWCGLM,AUSTRIA,GVZGYW
8323,Y,SPAIN,ES
8324,RRVC,HUNGARY,PHULINBKWWMUBAE
8325,WLYEK,AUSTRIA,MT
8326,LWVQUTXVACVH,HUNGARY,QSZDJFDFKCLDES
8327,TZZMGONSQ,ROMANIA,CRNUUMIWNONFQP
8328,OEQ,GERMANY,MCW
8329,VRIDAOKPLLZL,SPAIN,GEGPLWLZ
8330,RZETOLXRVLO,AUSTRIA,NLBM
8331,E,ROMANIA,MXMQ
8332,JUYBRZFBS,HUNGARY,HBJSPWVZAHTXFT
8333,CGUVPDF,HUNGARY,QTSCRUJ
8334,KDAJEY,FRANCE,MHS
8335,PCLPI,SPAIN,XMGQBTABVF
8336,KNDVZMPJNZQPE,AUSTRIA,SDAW
8337,YTPNUZKBSOB,GERMANY,MS
8338,YXKNNJ,SPAIN,BLMMO
8339,XF,HUNGARY,HM
8340,YLSQADLICQ,AUSTRIA,ZVSFCK
8341,BXOALRTKPTC,PORTUGAL,RPNLRKPXNG
8342,MYSFKBUED,GERMANY,WIQXTSBZIFG
8343,FSDEIC,SPAIN,MZOBRJDICGJY
8344,HMOOSBV,HUNGARY,TKJGGBMORREDD
8345,JF,AUSTRIA,YCFHLKRJCWJQ
8346,ODTNGLDTN,FRANCE,T
8347,RVC,PORTUGAL,NULTHBRLFW
8348,ZJTNCRATKWYTJC,FRANCE,QLHKJZCYVYJDL
8349,YHHBWIBU,SPAIN,RYWVOISMQMKCL
8350,EJDHAHXJFSF,SPAIN,""
8351,GJGRQUY,ITALY,CIBUIN
8352,RSHTICC,ITALY,VPLLMQMK
8353,IUSBSGIDIWPE,GERMANY,HXADE
8354,JXBKNSFATB,SPAIN,WRCY
8355,NTBKZP,GERMANY,ATIKUVEYPGG
8356,RQXCRUERUHMTUUD,ROMANIA,LVKSOPK
8357,"",ROMANIA,LUNQVHTZYUXAVQ
8358,ZUFHB,FRANCE,TBHODGNB
8359,OTSOGL,AUSTRIA,JCGFCZZGAKJTS
8360,DMHTORHU,ROMANIA,XADLQR
8361,GUHYF,GERMANY,OUTRZLOEGXTH
8362,DGXEPF,FRANCE,BFLAXHCMQR
8363,OEXLMNNALDEI,PORTUGAL,TIFD
8364,BCQYVLQVFFZCZJ,FRANCE,IKAHMYOGUZ
8365,ERYRURQP,ITALY,GSXGWQJMJP
8366,CANA,SPAIN,ZCIOOIBFESH
8367,YUAQBFLGNDHHR,PORTUGAL,MFANEGWBNXVACZ
8368,STQ,SPAIN,GKD
8369,GLQYWGI,HUNGARY,UGGUAYVEVG
8370,PRXBIZN,HUNGARY,RVUTOMDOHI
8371,EGRXAWNEX,PORTUGAL,ASDZFBJQY
8372,KGMSZIPU,ITALY,""
8373,ZVIJFQBDA,GERMANY,ORETR
8374,NFGODTYZQLNAK,FRANCE,LUA
8375,KTKY,ITALY,QLGUPHAQNHBP
8376,HDESMTZJPTWRZ,FRANCE,AGUTKTOOIOS
8377,FLVWTVCBDCE,FRANCE,AREFEWMWOJYMG
8378,MI,AUSTRIA,GMQVPNSZ
8379,YMURO,AUSTRIA,U
8380,VNMOXQBRMF,ITALY,XBWXJTOFOCB
8381,RZDNYEPNDVWSYV,AUSTRIA,TTJQDZEZ
8382,OSDFTKGZQGGDY,ROMANIA,F
8383,YUET,PORTUGAL,AFOURUWZ
8384,QSGLGATBL,AUSTRIA,ZMIDSLHDYB
8385,JMCVQUPWOLKTZ,AUSTRIA,VQTHCA
8386,MATOQBIUQMIA,HUNGARY,TYJPORXSQAJ
8387,HLZ,FRANCE,JMHFJKZX
8388,CECX,PORTUGAL,""
8389,HNPJ,FRANCE,PYLTR
8390,ZPCE,GERMANY,OPWDCKSECL
8391,Y,SPAIN,SJGD
8392,ITQRJQVW,ROMANIA,RECURWOAKJJY
8393,ZOBGPDFTOU,FRANCE,V
8394,VRFZEZQF,PORTUGAL,YHAJYCCXXZPRL
8395,VCLQJXO,AUSTRIA,DCCLCMYKQ
8396,POQFAYGSAAYS,SPAIN,KPK
8397,SQHZLNEUAG,HUNGARY,OQOWGYRVY
8398,JSIIIJ,AUSTRIA,J
8399,MP,ITALY,ESUHPQCXUMT
8400,OOXEMRA,FRANCE,NALODIAVUOAH
8401,BZDAAPISGLYIMW,PORTUGAL,FLOBJNBJFM
8402,VBK,ROMANIA,ILPWEBAULPA
8403,ZHL,ITALY,XDGPEMW
8404,FLQPAHEDG,SPAIN,LD
8405,B,SPAIN,""
8406,U,GERMANY,LLMPZAIHNSL
8407,MVIMF,SPAIN,SXYSEKFWWZRAYX
8408,OLBYEOOQIQ,SPAIN,KMSIZUVHGGP
8409,NNLRGFMGEY,GERMANY,WFEBGPYAA
8410,YAW,SPAIN,JSGIYUJM
8411,K,HUNGARY,GDMDGAQZDXQ
8412,DHSHT,SPAIN,PXKZU
8413,NZYZXGWHAQFG,ROMANIA,BVDW
8414,VSSUIMZQOJOOHD,PORTUGAL,YNX
8415,ARRGRSK,ITALY,""
8416,TGJCMM,GERMANY,XILJFLLKUI
8417,XTHCE,ROMANIA,BFWZVDINRTMPCSK
8418,PNEAWAMNBFRPDEF,ROMANIA,NUWOXSM
8419,PUZTVWCC,ITALY,QOTQUDBAK
8420,GZXFXYKGUSCTGC,PORTUGAL,VFQJFYGBVSD
8421,UYHGTTQVJHSIDYL,GERMANY,GTTNCJ
8422,CNFPTZ,AUSTRIA,EHWRWGZBHBKR
8423,QOLX,AUSTRIA,WYSAWJ
8424,OGXOJZPP,AUSTRIA,DEDDBLEEX
8425,Q,ROMANIA,LL
8426,UFTUXVRIS,PORTUGAL,HRZNTVTBQTV
8427,MYXDJN,PORTUGAL,ZMNZLLKP
8428,TONCYIDKHO,ROMANIA,BAA
8429,ZPSAWLU,GERMANY,SHJAQYB
8430,IDHPHS,ROMANIA,PHZXILJRR
8431,RFELHFLXOE,GERMANY,FBP
8432,I,AUSTRIA,BHHQDDJKXC
8433,XLXBK,SPAIN,FQESDGZC
8434,ZHITWSTIQYR,ROMANIA,AQVKBLEPLIDT
8435,ZFISGOS,FRANCE,G
8436,"",AUSTRIA,FSVKOMXFQFUZN
8437,SLYTGDEBKPU,ITALY,N
8438,TZRGJDCJC,ITALY,VS
8439,MJ,ROMANIA,BDZP
8440,"",FRANCE,GGMAXSGS
8441,QQKCINRNNUFJG,SPAIN,TJPWHRGPULS
8442,ILBICAZWJP,ROMANIA,RCUSMOYIUAECZT
8443,DLV,ITALY,SEFVNGBDJZIOAW
8444,H,PORTUGAL,SMWLUGLORLR
8445,OXY,FRANCE,XUX
8446,U,FRANCE,""
8447,MDKU,FRANCE,RCCJATGFHCN
8448,TEBJMLVVYJPS,AUSTRIA,TMGSV
8449,M,ITALY,VUPOSREC
8450,UQ,ROMANIA,HJATTKLQGLDQAC
8451,XMRNXDMPIC,HUNGARY,ZEYEE
8452,GM,HUNGARY,PQEQAKGZO
8453,LDPKCPVZBY,PORTUGAL,TCUDG
8454,QWEROETG,HUNGARY,RIGSJLTDNDCS
8455,I,AUSTRIA,CBABTNFZTI
8456,VLRU,SPAIN,ZT
8457,IVTZICBV,PORTUGAL,ODKOUFLEXFQRJA
8458,LUPISEOSJYGKQL,AUSTRIA,PEHVL
8459,UIOCX,FRANCE,KMMQNKZZNEI
8460,YQWJZEOIE,ROMANIA,GUTMMPOSPHGAEN
8461,WRDQH,GERMANY,LKYPEYMI
8462,CWRJPWURSHJ,ITALY,OPVXV
8463,ELWJIYQJUSG,ITALY,XPUNSQUUAYM
8464,GCQIMMVTMYJH,PORTUGAL,IYN
8465,F,SPAIN,DGSLKX
8466,HSNIIUH,SPAIN,NEPFGXAWAVV
8467,FDMXAEICPBJPTM,SPAIN,EQZVD
8468,NXUJSIRTAWAKI,AUSTRIA,ZVDJYMTIWTUZZZ
8469,GVUKSYHRUS,ROMANIA,XYLMRFTKZBR
8470,CCSAEKNESU,HUNGARY,CD
8471,EVSOBNT,ITALY,LIXEMYS
8472,V,GERMANY,JICHVD
8473,XWNDPRPBXSJFODE,ITALY,VQJ
8474,BC,SPAIN,ZQTVPY
8475,HBYLULYVYQVL,GERMANY,S
8476,QD,ITALY,HLBDBTRZ
8477,QETBHS,ITALY,BFYXQYFFVQT
8478,FUNF,HUNGARY,DKPNPQZHCDXRO
8479,PRXQOFRXFFFPUF,ITALY,BQCGAS
8480,BAZFWCMMRZW,HUNGARY,""
8481,PWOJFBKDAKS,AUSTRIA,IBCHCO
8482,JAWPSZE,AUSTRIA,CEDZTFN
8483,DQVYLEVGG,SPAIN,AVZLVICFQZZKUXN
8484,QEICJAMX,GERMANY,KOFQ
8485,JDAOXWWDNGBC,ROMANIA,QTJNLIRMFPQRYR
8486,"",ROMANIA,""
8487,VKK,PORTUGAL,MKYYFZLZXX
8488,QTLQFD,AUSTRIA,TQUQKBRVWPC
8489,RWGMWNRZ,AUSTRIA,QEC
8490,SULAUAQ,SPAIN,""
8491,CTDU,ITALY,XIJHLALJALOTLS
8492,ISWDJAL,HUNGARY,TBDFPXGSN
8493,I,SPAIN,AXZKKV
8494,WXOJGIFV,FRANCE,VYHPKTUQMLMEWL
8495,BBWNPCP,PORTUGAL,M
8496,JKXMWOEUMRKZTF,HUNGARY,RRH
8497,K,FRANCE,DAOFYOJLVO
8498,MXEKDVGMTL,ITALY,GHMLBDDFCHQAB
8499,INRYQCIHW,ROMANIA,HG
8500,WBUFT,PORTUGAL,JWGX
8501,XXNB,FRANCE,HHWIMDJPKLSXV
8502,DFDMNPBAZLA,AUSTRIA,XHCI
8503,NSQAHMA,ITALY,ZRXGITIHN
8504,YI,ROMANIA,QHCXNGQWMLURSW
8505,RZNRIVDHVLVPTK,HUNGARY,LSTFMJLWG
8506,KCFQIWZYLUAPOU,HUNGARY,DD
8507,CLOXBLFZ,ROMANIA,PIQMMWP
8508,MOBDVBFCHDIK,ITALY,VPURTAXZZZ
8509,ILFUIWQVPEUS,FRANCE,MPIMPNJHTDXX
8510,E,FRANCE,CFALZ
8511,C,FRANCE,HRLBP
8512,XBJURATJSVU,ITALY,FESDNEGFTQA
8513,FSBTWJKEBEGRE,GERMANY,AHMIWCMNKTH
8514,SLJAV,GERMANY,AKQQRK
8515,TOPPODRVAWKNLP,SPAIN,""
8516,KEPWJIQ,SPAIN,DPBQIOHWCRVYDB
8517,"",AUSTRIA,CTPPBB
8518,LZTGVFXQ,AUSTRIA,FXJIGVXFQUM
8519,DMLEFURFBQB,AUSTRIA,FCAPKFMNHSO
8520,VUUXJGRFFNCSCXB,HUNGARY,UJZDSWZKIWGWUH
8521,RDVJCKR,HUNGARY,JT
8522,WE,SPAIN,MPK
8523,SMBLR,GERMANY,RVGVJPGFFWLKXX
8524,WKLGPF,ROMANIA,HZQERUXJSN
8525,CSGSWGOCDSM,FRANCE,YWZY
8526,CZOBUS,HUNGARY,EDHSU
8527,SMXITOVJWMINF,AUSTRIA,LXRQRHCVKOBCJ
8528,FF,HUNGARY,HFKMPY
8529,XIN,ITALY,DYFHITH
8530,BELNCEWLICR,GERMANY,JVBUBNRN
8531,ZMZTFRCUJXYQASE,PORTUGAL,YUTKSRHYZLSO
8532,WUHKZSCGR,ITALY,IRUTVDSSMZ
8533,EMKDYHIRHHIGYC,SPAIN,""
8534,PLCU,ITALY,ZUDCKOQJ
8535,TAJKHNBDTYNB,HUNGARY,TVQBYRMKAZRPJ
8536,SRJ,SPAIN,LGBTTGEZXG
8537,BKNLFGCTIIUAOSD,PORTUGAL,VUCHLQIUNLEAPZ
8538,GSJARVOAD,FRANCE,N
8539,ESO,HUNGARY,BEZMZU
8540,ZPXBWFTT,ROMANIA,EQPYQ
8541,CYTAVBOMTUDQBD,ITALY,NOC
8542,Z,FRANCE,KI
8543,JWHRUUMCK,SPAIN,YDBMHSD
8544,YDFGTNCB,ITALY,NYJAXEHP
8545,ESKSKNRE,AUSTRIA,CUSNZXLP
8546,RCQLQHUWO,AUSTRIA,O
8547,RXCBFMDFEVCRKX,ITALY,G
8548,SSRKIMBNGZBLOJC,PORTUGAL,PGSJKT
8549,AVHWYBVVARKGQ,AUSTRIA,DFAVZKFDFMX
8550,WSFFUC,HUNGARY,KVQ
8551,RSMZPSPRMOVLYO,HUNGARY,NACBHBQK
8552,BQBNMR,SPAIN,XXIQLN
8553,CFCBL,ROMANIA,PMBQMM
8554,NKLTBHGCRUNCMG,FRANCE,BPFQNPTDICXYP
8555,OGOUO,HUNGARY,FZAZRFYNG
8556,AOYFBVWQGLT,GERMANY,TUZHWXDNWBVK
8557,EXPNEZNAQKQSZ,AUSTRIA,""
8558,UCIVDWLC,HUNGARY,FKOMI
8559,PVR,SPAIN,NWFXDZAKPKLT
8560,D,AUSTRIA,MREYDOGOFJ
8561,TQWJXY,PORTUGAL,FUDVSNZKDPPVL
8562,JDVBNH,ROMANIA,VWBRSTSET
8563,RIOS,SPAIN,ASOIIK
8564,BTCCFWPDXKA,HUNGARY,CDWYICGN
8565,JLRRQLN,GERMANY,YWJ
8566,EBHFBMHSMO,FRANCE,QOEHEIZKNTNN
8567,EADUKHDQ,ROMANIA,VZOLXOHLKXCLOH
8568,GDT,FRANCE,FAMZM
8569,EYZERPBWJYM,ROMANIA,CJXSJIWUKNWGAP
8570,SH,PORTUGAL,TXCCX
8571,KCGBRLSPKMZGW,HUNGARY,TUWMUDRGSNRV
8572,V,PORTUGAL,CENNM
8573,KKXQM,GERMANY,CB
8574,JRM,FRANCE,JIPDDBMRBXEC
8575,GNJRZL,ROMANIA,HUTJPXSI
8576,IOUFW,ITALY,NXG
8577,AJBT,SPAIN,P
8578,EXRBVDGF,FRANCE,RFDGXNLOT
8579,JDSCDU,FRANCE,WFKOYD
8580,JEPGOKY,PORTUGAL,NNS
8581,BGFIXCWOWEIGB,GERMANY,PACYFEJ
8582,FAYNR,SPAIN,HH
8583,L,GERMANY,L
8584,T,ITALY,CZINQAD
8585,XVS,FRANCE,CKMCPGGUJ
8586,RAZILMZHMUDMVI,ITALY,EIXY
8587,MYJQLAOQ,PORTUGAL,VJMUJX
8588,UBRJTURXBIC,ROMANIA,RMARPYEW
8589,YWDJPSZZZYZWPA,ITALY,ZFBGIQKAOMSC
8590,DRIYPDEWCCHAJ,HUNGARY,RUHNFETGDEAU
8591,WJETS,HUNGARY,MGPWLDPM
8592,WZIDFLVF,FRANCE,WJZYRXA
8593,MVNFEIAIG,ITALY,QCSSESB
8594,DSEDYO,ROMANIA,QW
8595,NRBMQFB,PORTUGAL,FWT
8596,SNXVFISFSHE,ROMANIA,DUZCVCWGTHW
8597,WFPMNVLIZO,PORTUGAL,ONWJTKJRI
8598,BIQTPGR,GERMANY,CAVI
8599,K,FRANCE,""
8600,UQNXOIDMTCYNN,ITALY,J
8601,RKFKPJVOUXCA,HUNGARY,WVACDEEDDKBL
8602,TIVEYWLUOHOK,ROMANIA,MVPTPD
8603,RCWPPG,AUSTRIA,THNQKLEV
8604,TWNTCGOP,PORTUGAL,CTS
8605,TSVDX,HUNGARY,RNA
8606,OOXFVRDINXIS,SPAIN,UKGYQCW
8607,UOXVNNPQYVNZJF,ITALY,DKOEUIFHRTBMNA
8608,QJMKJOKWJRWO,GERMANY,ZSHDOYM
8609,LAKHESRILYJX,HUNGARY,WALOMRLUY
8610,OERFB,AUSTRIA,WOVDP
8611,VEZHMWFYJKMQKR,ITALY,NKFPSBLAFJB
8612,ORVREKPYUET,PORTUGAL,XTGRFVTXPR
8613,HMDSDKJVHFCPOOJ,ROMANIA,PPYTQ
8614,TGQFD,PORTUGAL,GDSMINWUVIEA
8615,VFKFCKMFZP,AUSTRIA,MVBUQT
8616,"",FRANCE,QGXHAQQ
8617,YL,ROMANIA,ZQFRVTRETTY
8618,FFRYE,ITALY,RWVA
8619,SOUOKQT,SPAIN,JZTPUEJSH
8620,KARC,PORTUGAL,SN
8621,CJJ,ROMANIA,VPIQ
8622,YINWQPGTM,SPAIN,A
8623,HROAXPGHD,GERMANY,V
8624,BDKIERA,HUNGARY,IMJOAVT
8625,BRCW,AUSTRIA,O
8626,GOBWIWTKBOVY,AUSTRIA,LFWQCWZROA
8627,UZFAIJPEEKMFN,SPAIN,MNSAMSSIGVPLWQ
8628,B,ITALY,RDMU
8629,DYTTUHAOBRYEN,PORTUGAL,YOWONOQAKYBVKG
8630,"",PORTUGAL,SOSIRUIZYBIKJ
8631,QTSRUHP,HUNGARY,VTWTZBSLZZYUO
8632,CBAGWYS,SPAIN,OPBRR
8633,WPNDIABGDP,ITALY,LRKWDGFWPMAPPWH
8634,DDUUMJY,ITALY,HHWPM
8635,VFVOFOQZF,ITALY,TEARDTFWPKGFF
8636,STXCHWJEGHSPTOI,SPAIN,RHFS
8637,BBGTOXTI,GERMANY,MNDWPSMMSRPEWYP
8638,FZ,PORTUGAL,FZSMNOLEBHKFB
8639,BYYWNYHVBSKM,PORTUGAL,ERKNSYBH
8640,VR,HUNGARY,KFOKA
8641,OCEI,ITALY,IJORWB
8642,VGOVUVBIQMIGDPD,GERMANY,GGMDIB
8643,EO,ROMANIA,""
8644,RTXARRTJC,FRANCE,MPQOLUHNRGTEDD
8645,CGRQFACU,GERMANY,LBTLEAHFAC
8646,"",PORTUGAL,ZHMQKC
8647,C,FRANCE,DEIOTHPGQYB
8648,VFNWSHO,PORTUGAL,QOXT
8649,WBTQYCBCPU,GERMANY,AKJ
8650,OVAG,ITALY,UTKLHZ
8651,NFQ,PORTUGAL,XEG
8652,C,ROMANIA,YDKTDBUWA
8653,MKXIRN,AUSTRIA,HGC
8654,QO,PORTUGAL,HIIJIJUP
8655,BRFQ,GERMANY,LCIKYAIFWNGE
8656,LMARKK,GERMANY,ZXEIVAZHQ
8657,UGKMGGB,PORTUGAL,X
8658,FEC,SPAIN,SQBLS
8659,MY,SPAIN,QRAWDGBOKC
8660,QJNDZEDVFGCGQ,HUNGARY,NSZJMQNXK
8661,ZLYRRNHBVC,ROMANIA,""
8662,"",AUSTRIA,RKISIOZGU
8663,ICX,FRANCE,""
8664,LKWVFHZDFKJLR,FRANCE,AMTFASCQZHJNEWO
8665,YMCYQNKH,ROMANIA,ENJEFNK
8666,KZGSK,SPAIN,GAEZUYJ
8667,TUESDKDHZE,PORTUGAL,""
8668,MVVYMHHSXGEI,ITALY,YVMZFQWBCCHBWQ
8669,DOPGRRTXPBQLAY,AUSTRIA,KIKWDTCDZWRD
8670,GK,SPAIN,XGMIGYZBNPG
8671,FXE,GERMANY,OQPHQL
8672,NCO,SPAIN,RFKKWDILSW
8673,PNUKKGSIDN,HUNGARY,ROXPL
8674,YAP,HUNGARY,JWWOPT
8675,KCJXPCTYBFNXE,HUNGARY,CQ
8676,QCTU,ROMANIA,WKHUFVTCC
8677,UMNPYDTK,ROMANIA,BVNXFSUQ
8678,NPP,AUSTRIA,ASGVCZOKMCVWZF
8679,"",AUSTRIA,CRYOJ
8680,ZDG,SPAIN,KIVG
8681,RWELLDITTEINP,SPAIN,MCBPKWFD
8682,YJDSSFVQ,AUSTRIA,LRA
8683,XWFAWVLYTLAAOE,ROMANIA,YSESGPYQGWZJCM
8684,XPNIJQBBXFVW,SPAIN,EJYLHELWFRPLY
8685,RIUH,SPAIN,ZAMULYHQ
8686,TZXKVJXVCCVXRZP,HUNGARY,EPEONEIQZTIUA
8687,CGSH,GERMANY,LEIDRT
8688,HOOXLBMWDSX,ITALY,MNTNSHYWIFL
8689,VH,ROMANIA,""
8690,PSQDJI,SPAIN,L
8691,MOKFH,AUSTRIA,HMUWJVLLP
